,resolutions_count,subdomains_count,dns_records_count,https_validity,ssl_exists
e-katalog.ru,2.0,12.0,9.0,1572825599,1
e-konsulat.pl,2.0,1.0,0.0,43200,0
e-rt2012.fr,1.0,1.0,10.0,1585699199,1
e-tutors.com,2.0,7.0,6.0,43200,0
e2math.weebly.com,2.0,1.0,0.0,43200,0
eaitsm.org,2.0,4.0,9.0,1567382399,0
earticleblog.com,9.0,3.0,11.0,1582761599,1
easports.com,122.0,100.0,16.0,1599480000,1
easybib.com,1000.0,52.0,15.0,1576929600,1
easyoutdoorliving.com,4.0,2.0,7.0,1582934399,1
easypano.com,1.0,7.0,7.0,1595073600,1
easysaree.com,4.0,1.0,10.0,1581724799,1
ebates.com,7.0,42.0,13.0,1606910400,1
ebay-kleinanzeigen.de,4.0,35.0,14.0,1578571200,1
ebay.ca,12.0,100.0,23.0,1584619200,1
ebay.co.uk,19.0,100.0,22.0,1584619200,1
ebay.com,12.0,100.0,28.0,1584619200,1
ebay.es,12.0,100.0,20.0,1584619200,1
ebay.fr,19.0,100.0,21.0,1584619200,1
ebbotlundberg.se,1.0,1.0,4.0,1575071999,1
ebc.net.tw,92.0,42.0,17.0,1628650261,1
ebrun.com,14.0,20.0,2.0,43200,0
ecard-service.net,4.0,11.0,6.0,1573406427,1
ecefieldplacement.weebly.com,2.0,1.0,0.0,43200,0
echo.msk.ru,4.0,29.0,11.0,1574629363,1
eclib.net,4.0,1.0,7.0,1579219199,1
ecollege.com,4.0,100.0,14.0,1597363199,1
economia.gov.br,1.0,22.0,9.0,43200,0
economist.com,9.0,100.0,25.0,1577231999,1
ecosia.org,172.0,62.0,16.0,1573981287,1
ecpms.net,4.0,3.0,14.0,1573372707,1
ecured.cu,5.0,3.0,8.0,1568224055,1
editthiscookie.com,9.0,2.0,10.0,1581983999,1
edubourse.com,1.0,10.0,6.0,1570395836,1
education.com,170.0,39.0,17.0,1599134400,1
edx.org,824.0,84.0,23.0,1588809599,1
eenadu.net,477.0,61.0,22.0,1578225600,1
efficientdrinker.com,2.0,2.0,0.0,43200,0
efu.com.cn,9.0,100.0,6.0,1570406399,1
efukt.com,17.0,9.0,13.0,1579910399,1
eghtesadnews.com,10.0,10.0,11.0,1582329599,1
eglobe-solutions.com,2.0,5.0,13.0,1580365932,1
egpowersports.com,4.0,1.0,11.0,1571002578,1
egyptetravelling.com,3.0,16.0,7.0,1571227370,1
eibunpou.net,4.0,2.0,14.0,1589716800,1
einternetindex.com,3.0,1.0,10.0,1596412799,1
ekeibidun.com,3.0,1.0,0.0,43200,0
eksisozluk.com,22.0,8.0,22.0,1577304360,1
ektebsa7.com,4.0,1.0,5.0,1586044799,1
elainebjewelry.com,8.0,1.0,0.0,43200,0
elbakin.net,1.0,2.0,8.0,43200,0
elbilad.net,11.0,11.0,8.0,1569196799,1
elblogdelbolero.wordpress.com,5.0,1.0,0.0,43200,0
elbotola.com,11.0,11.0,15.0,1569023999,1
elcincocero.com,2.0,1.0,7.0,1585612799,1
elconfidencial.com,166.0,50.0,27.0,1587038400,1
elconta.com,20.0,10.0,12.0,1584532800,1
elcorteingles.es,4.0,100.0,8.0,1594296000,1
eldorado.ru,7.0,84.0,11.0,1584964800,1
electricgt.com,1.0,3.0,10.0,1575041208,1
electrokit.com,1.0,5.0,9.0,1591833600,1
elespanol.com,1000.0,43.0,18.0,1593950400,1
elfagr.com,7.0,1.0,10.0,1573084799,1
elgenero.com,44.0,14.0,9.0,1594382400,1
elguardiandeloscristales.com,5.0,1.0,7.0,1570285839,1
elisava.net,2.0,45.0,9.0,43200,0
elitetorrent.biz,13.0,1.0,8.0,43200,0
elix.cz,1.0,2.0,0.0,43200,0
ellitoral.com,2.0,25.0,9.0,1595851200,1
ello.co,41.0,17.0,17.0,1570492799,1
elmogaz.com,31.0,11.0,16.0,1585310400,1
elmundo.es,4.0,100.0,13.0,1587394769,1
elmwatin.com,42.0,1.0,9.0,1573084799,1
elnuevodiario.com.ni,2.0,12.0,9.0,43200,0
elpanda.info,1.0,2.0,10.0,43200,0
elsalvador.com,898.0,68.0,22.0,1594382400,1
elsevier.com,4.0,100.0,19.0,1617948970,1
eltiempo.com,6.0,49.0,17.0,1593950400,1
eluniversal.com.mx,5.0,100.0,12.0,1592144692,1
eluniverso.com,12.0,30.0,18.0,1598721572,1
elwatannews.com,39.0,47.0,4.0,1568937599,1
email-hack.com,5.0,1.0,9.0,1581292799,1
emalls.ir,19.0,5.0,7.0,1608123759,1
embr.com,1.0,1.0,11.0,1582372800,1
emilernebro.com,5.0,1.0,10.0,1570523472,1
emitragovt.com,5.0,1.0,10.0,1568762056,1
emojilo.com,7.0,1.0,9.0,1587643200,1
emojipedia.org,17.0,2.0,12.0,1583107199,1
emp-online.it,3.0,10.0,8.0,1573864786,1
empflix.com,1.0,100.0,7.0,1584273600,1
empregare.com,3.0,37.0,14.0,43200,0
emuparadise.me,11.0,11.0,13.0,43200,0
emusiad.com,3.0,45.0,6.0,1572641931,1
enableds.com,7.0,2.0,9.0,1579651199,1
encuentra24.com,6.0,24.0,10.0,1600732799,1
endclothing.com,12.0,21.0,11.0,1607688000,1
enemo.se,4.0,3.0,9.0,1578441599,1
enfiestaweb.com,5.0,2.0,9.0,1583366399,1
ennaharonline.com,6.0,18.0,10.0,1579737599,1
enotes.com,129.0,33.0,15.0,1577491199,1
ensonhaber.com,15.0,20.0,17.0,1589803200,1
enstage-sas.com,2.0,56.0,10.0,43200,0
enter.online,14.0,11.0,13.0,1581681600,1
entrepreneur.com,10.0,50.0,15.0,1604596629,1
envato.com,388.0,100.0,17.0,1593604800,1
enzoani.com,4.0,6.0,10.0,1582761599,1
eonline.com,92.0,80.0,19.0,1589284800,1
eop.com,3.0,2.0,12.0,1615118400,1
epic.com,2.0,100.0,11.0,1592049600,1
epictv.com,4.0,28.0,11.0,43200,0
epipen.com,137.0,2.0,10.0,1593172800,1
epochtimes.com,10.0,100.0,10.0,43200,0
eporner.com,8.0,100.0,9.0,1570784876,1
epson.co.kr,127.0,12.0,14.0,1602331200,1
epsy.com,4.0,3.0,7.0,43200,0
epublibrosgratis.com,3.0,1.0,8.0,1579219199,1
erasure.xxx,2.0,3.0,8.0,1593691200,1
erettkapcsolat.com,4.0,1.0,11.0,1581422400,1
eroprofile.com,4.0,23.0,7.0,1573736545,1
erotikitiraf3.com,2.0,1.0,6.0,1567987199,1
erpca.com,5.0,1.0,0.0,43200,0
err.tmall.com,212.0,0.0,3.0,1573630568,1
erugaming.com,4.0,1.0,9.0,1572912485,1
escapingabroad.com,8.0,2.0,9.0,1572591020,1
escuelalosmonossabios.wordpress.com,2.0,0.0,0.0,43200,0
esepuntoazulpalido.com,4.0,1.0,15.0,1570958549,1
eset.com,4.0,100.0,13.0,1609934400,1
eslamoda.com,24.0,6.0,12.0,1597233600,1
esocmedia.com,27.0,10.0,16.0,1573866117,1
esoftner.com,1.0,1.0,8.0,1576911616,1
espncricinfo.com,9.0,48.0,11.0,1597147200,1
espnf1.com,7.0,13.0,8.0,1597147200,1
esporte.uol.com.br,154.0,12.0,9.0,1577448000,1
esquire.com,75.0,60.0,19.0,1594584676,1
esseredivenire.it,1.0,1.0,0.0,43200,0
estadao.com.br,214.0,100.0,18.0,1593864000,1
estoeschat.com,2.0,2.0,6.0,43200,0
etf.com,9.0,16.0,17.0,1582329599,1
etg-climatisation-marseille.fr,2.0,1.0,9.0,1574036662,1
etherscan.io,16.0,21.0,11.0,1572307199,1
ethirajcollege.edu.in,1.0,3.0,10.0,1586464022,1
etihad.com,5.0,98.0,20.0,1590667200,1
etoland.co.kr,3.0,1.0,7.0,1579996799,1
ets.org,2.0,100.0,34.0,1613779199,1
etsy.com,6.0,100.0,23.0,1597961332,1
ettoday.net,1.0,56.0,14.0,1593532799,1
eurogirlsboutique.com,1.0,5.0,6.0,43200,0
euroki.org,62.0,2.0,5.0,1571745911,1
euronews.com,2.0,62.0,8.0,1591601752,1
europa.eu,14.0,100.0,18.0,1589969702,1
europages.com,2.0,40.0,9.0,1590883199,1
eurosport.fr,1.0,87.0,7.0,43200,0
eurosport.ru,1.0,21.0,10.0,43200,0
evanmarckatz.com,9.0,10.0,9.0,1571993296,1
eventbrite.com,28.0,100.0,33.0,1614168000,1
eventhubs.com,5.0,15.0,9.0,1572393599,1
eventi4x4.it,2.0,2.0,0.0,43200,0
eventideoysterco.com,6.0,2.0,17.0,1572337020,1
eventogo.com,5.0,10.0,7.0,43200,0
eventtracker.com,3.0,100.0,9.0,1618963199,1
everbuild.co.uk,4.0,3.0,8.0,1572231808,1
evergreensci.com,3.0,1.0,11.0,1602337353,1
everydayhealth.com.tw,187.0,13.0,23.0,1577663999,1
everydaysworks.wordpress.com,0.0,1.0,0.0,43200,0
everythingfor420.com,1.0,1.0,10.0,1582459200,1
evike.com,12.0,19.0,13.0,1577318399,1
evolvepolitics.com,15.0,10.0,7.0,1597320000,1
evonews.org,6.0,1.0,7.0,1573862399,1
ew.com,1000.0,96.0,17.0,1591531200,1
ewaybillgst.gov.in,1.0,10.0,7.0,1570704393,1
exblog.jp,2.0,100.0,11.0,1572533940,1
excard.co.kr,1.0,3.0,4.0,43200,0
excite.co.jp,4.0,100.0,13.0,1582901940,1
exoclick.com,4.0,36.0,17.0,1570044543,1
expodigitals.com,2.0,1.0,0.0,43200,0
express.co.uk,501.0,35.0,25.0,1600862400,1
express.pk,25.0,14.0,9.0,1582329599,1
expressen.se,28.0,100.0,17.0,1571393538,1
extravaluechecks.com,1.0,2.0,12.0,1589750048,1
extremetube.com,1.0,13.0,13.0,1574119028,1
eybooks.com,6.0,3.0,9.0,1597060800,1
eyeballsseattle.com,4.0,1.0,10.0,1573164964,1
ezgif.com,10.0,17.0,4.0,1570352381,1
ezyall.in,5.0,5.0,0.0,43200,0
f1-direct.com,12.0,4.0,9.0,43200,0
f1analytic.com,4.0,3.0,7.0,43200,0
f95zone.com,11.0,5.0,12.0,1587470400,1
fabula.org,3.0,7.0,7.0,1625356799,1
facebook.com,198.0,100.0,9.0,1571486400,1
faceit.com,339.0,46.0,29.0,1629374400,1
factaholics.com,5.0,9.0,6.0,1597636919,1
factorydirectparty.com,3.0,13.0,13.0,1568415720,1
fairyloads.com,5.0,2.0,10.0,1580169599,1
faithwire.com,8.0,1.0,10.0,1578052800,1
falls-and-pinnacle.com,3.0,5.0,6.0,1568419199,1
familysearch.org,3.0,91.0,12.0,1628856000,1
famousbirthdays.com,23.0,6.0,11.0,1578182399,1
fan.pl,1.0,92.0,5.0,1590321600,1
fandom.com,8.0,100.0,27.0,1581254777,1
fanserials.email,9.0,1.0,8.0,1584360000,1
fao.org,3.0,100.0,17.0,1575551986,1
faptitans.com,3.0,14.0,4.0,1574759761,1
faradars.org,10.0,28.0,8.0,1574850203,1
fararu.com,4.0,3.0,10.0,1567498497,1
farfeshplus.com,1.0,3.0,9.0,1572340075,1
farfetch.com,31.0,66.0,21.0,1588075200,1
farmaciaspasteur.com.co,1.0,1.0,4.0,43200,0
farpost.ru,8.0,100.0,8.0,1596671999,1
farsgraph.com,4.0,5.0,6.0,1604275199,1
farsnews.com,10.0,92.0,10.0,1587630530,1
fashionbomb.top,7.0,3.0,0.0,43200,0
fast.com,366.0,3.0,12.0,1579176000,1
fast2sms.com,10.0,7.0,10.0,1582588799,1
fastchinese.org,4.0,1.0,18.0,1570295641,1
fastcompany.com,26.0,46.0,12.0,1582929840,1
fastdrama.me,3.0,5.0,8.0,1576152000,1
fasterpay.com,5.0,10.0,14.0,1569885017,1
fastpic.ru,15.0,100.0,9.0,1572656670,1
fatcomp.it,10.0,1.0,8.0,1593707644,1
fatosdesconhecidos.com.br,34.0,8.0,15.0,1571270399,1
faz.net,2.0,100.0,8.0,1597581360,1
fazenda.gov.br,3.0,100.0,11.0,43200,0
fb-search.com,6.0,6.0,10.0,1580212800,1
fbcdn.net,79.0,100.0,6.0,1570622400,1
fbcdn2.com,5.0,1.0,7.0,1603411199,1
fbdown.net,35.0,2.0,10.0,1594468800,1
fbsbx.com,74.0,100.0,6.0,1570622400,1
fc2.com,65.0,100.0,10.0,1591574400,1
fcpeffects.com,4.0,3.0,6.0,43200,0
fe-siken.com,1.0,1.0,7.0,1573772844,1
fedoraproject.org,23.0,100.0,27.0,1588334400,1
feedly.com,17.0,34.0,12.0,1619870400,1
feedram.top,3.0,2.0,7.0,1572781777,1
feelinghair.com,1.0,1.0,8.0,43200,0
fehobmasr.com,4.0,1.0,7.0,1582329599,1
femmepalette.com,4.0,1.0,13.0,1572585621,1
feresto.com,18.0,5.0,5.0,1586217599,1
fernandmeunier.fr,1.0,1.0,0.0,43200,0
ferndalecatshelter.org,2.0,4.0,13.0,1569352078,1
feryimg.pw,3.0,1.0,6.0,43200,0
fesfs.com,6.0,5.0,10.0,1582718400,1
fevatv.com,4.0,2.0,13.0,43200,0
fextralife.com,15.0,100.0,14.0,1593604800,1
ffgolf.org,3.0,40.0,10.0,43200,0
fhcibumn.com,5.0,11.0,9.0,1582156799,1
fhlbny.com,2.0,16.0,11.0,43200,0
fibernet.pl,1.0,1.0,0.0,43200,0
ficbook.net,24.0,2.0,7.0,1581422400,1
fieldmuseum.org,3.0,80.0,17.0,1592395200,1
file-up.org,12.0,16.0,9.0,1576324800,1
filecrypt.cc,9.0,9.0,5.0,1572992352,1
filehippo.com,17.0,37.0,14.0,1620604799,1
filehorse.com,7.0,19.0,8.0,1579305599,1
filejoker.net,8.0,32.0,8.0,1578139200,1
filelist.ro,106.0,4.0,8.0,1583107199,1
fileplaneta.com,18.0,13.0,5.0,1568226894,1
fileshera.com,37.0,1.0,9.0,1579521600,1
filesuffix.com,3.0,7.0,11.0,1623542399,1
filetender.com,8.0,2.0,4.0,1595419200,1
filgoal.com,5.0,68.0,7.0,1583253398,1
film2movie.ws,10.0,1.0,4.0,1571770870,1
filmaffinity.com,3.0,6.0,6.0,1603195200,1
filme-bune.net,4.0,2.0,7.0,1580342399,1
filmfanatic.com,2.0,5.0,23.0,43200,0
filmibeat.com,3.0,17.0,9.0,1572079179,1
filmiifullizle.com,15.0,3.0,9.0,1583539199,1
filmitorrent.xyz,3.0,1.0,6.0,43200,0
filmitorrentom.org,2.0,1.0,13.0,1574039755,1
filmix.co,2.0,3.0,6.0,1588463999,1
filmizlim.com,12.0,5.0,4.0,1568159999,1
filmmodu.com,4.0,4.0,7.0,1572521703,1
filmpornfree.com,4.0,1.0,22.0,1572338527,1
filmshd.club,180.0,2.0,9.0,1582934399,1
filthy.media,13.0,1.0,16.0,1581119999,1
filtrohepa.info,2.0,2.0,7.0,1582675199,1
fimela.com,121.0,18.0,16.0,1583496000,1
findyourjob.net,3.0,4.0,9.0,1600041599,1
finehomebuilding.com,8.0,13.0,12.0,1581119999,1
finn-neo.com,1.0,2.0,8.0,1615896000,1
finn.no,2.0,100.0,18.0,1572407034,1
finsight-ed.com,1.0,0.0,6.0,1571225319,1
fireactive.fun,8.0,0.0,7.0,43200,0
firefox.com,4.0,32.0,9.0,1586779200,1
firestonediamonds.com,2.0,1.0,9.0,1630238400,1
firetesting.com,3.0,1.0,8.0,1570401541,1
firstbanknj.com,4.0,6.0,11.0,1614254400,1
fishexplorer.com,2.0,12.0,6.0,1586822399,1
fishidy.com,99.0,8.0,11.0,1610819799,1
fishki.net,15.0,88.0,14.0,1601078399,1
fitbit.com,1000.0,100.0,20.0,1570017600,1
fitgirl-repacks.site,8.0,1.0,7.0,1582675199,1
fitnessmagnet.com,5.0,9.0,11.0,1582847999,1
fitnessonsteroids.com,1.0,0.0,0.0,43200,0
fitoshop.it,5.0,3.0,0.0,43200,0
fitriagustinacom.wordpress.com,0.0,0.0,0.0,43200,0
fitskincare.co.uk,1.0,1.0,8.0,1582286400,1
fiverr.com,34.0,80.0,23.0,1583279999,1
fixingtheeconomists.wordpress.com,8.0,0.0,0.0,43200,0
fixya.com,6.0,20.0,12.0,43200,0
fkkgirls-augsburg.com,1.0,1.0,0.0,43200,0
flacmusicfinder.com,2.0,2.0,7.0,1581724799,1
flamboyanasri.com,4.0,1.0,0.0,43200,0
flanders-tapestries.com,2.0,1.0,9.0,43200,0
flashkhor.com,7.0,4.0,10.0,1591099200,1
flashscore.com,10.0,15.0,12.0,1572759284,1
flaticon.com,3.0,57.0,15.0,1571561553,1
flickchart.com,1.0,10.0,10.0,43200,0
flightaware.com,2.0,80.0,15.0,1619575376,1
flightplantool.com,2.0,1.0,9.0,1570153531,1
flightradar24.com,11.0,100.0,26.0,1597217198,1
flipkey.com,2.0,54.0,15.0,1597838400,1
flipsidegaming.com,2.0,2.0,9.0,1581508800,1
flirt4free.com,6.0,100.0,11.0,1573155578,1
flirtcafe.de,1.0,14.0,5.0,43200,0
flonga.com,3.0,5.0,6.0,43200,0
flourishkh.com,2.0,1.0,7.0,1571845503,1
flyegypt.today,3.0,2.0,10.0,1584187200,1
flyheight.com,7.0,6.0,9.0,1573628070,1
fmkorea.com,57.0,17.0,14.0,1583496000,1
fmovies.cab,8.0,4.0,11.0,1582329599,1
fmovies.to,43.0,16.0,8.0,1586347200,1
fmrte.com,4.0,7.0,14.0,1597752000,1
fnac.com,2.0,100.0,9.0,1586080540,1
fnol.cz,2.0,27.0,14.0,1573938067,1
foakprod.com,2.0,9.0,12.0,1582847999,1
focus.de,146.0,100.0,19.0,1590408000,1
folha.uol.com.br,8.0,64.0,7.0,43200,0
font-converter.net,2.0,2.0,7.0,1574665417,1
fontanka.ru,6.0,60.0,8.0,1569759086,1
fontawesome.com,10.0,18.0,15.0,1571559105,1
football4less.com,3.0,1.0,5.0,43200,0
foozine.com,1.0,5.0,6.0,1572156853,1
for91days.com,3.0,21.0,0.0,43200,0
forbes.com,5.0,100.0,24.0,1592082110,1
fordhamprep.org,1.0,10.0,13.0,43200,0
forever21.tmall.com,20.0,1.0,0.0,43200,0
forexfinancexxfx.info,2.0,1.0,4.0,43200,0
foreyes.com,9.0,17.0,8.0,1573452791,1
forgeofempires.com,7.0,100.0,9.0,1598486399,1
formula1.com,2.0,64.0,15.0,1583513196,1
forocoches.com,18.0,20.0,13.0,1582934399,1
fortnitetracker.com,7.0,6.0,8.0,1583366399,1
forumgolf7.fr,2.0,6.0,6.0,1569200975,1
fosshub.com,12.0,25.0,12.0,1569110399,1
fotosbor.com,4.0,1.0,5.0,1570835770,1
fotostrana.ru,6.0,100.0,12.0,1603670399,1
foundcare.com,4.0,8.0,8.0,43200,0
foursquare.com,32.0,64.0,20.0,1598011200,1
fox29.com,81.0,8.0,16.0,1596283200,1
foxvalleyautogroup.com,2.0,1.0,6.0,43200,0
fpsgamezone.com,4.0,0.0,8.0,1581249600,1
fragranceexpert.com,11.0,3.0,9.0,1585835166,1
fragrantica.com,17.0,2.0,16.0,1592337540,1
framid.com,264.0,100.0,5.0,1582761599,1
france.tv,113.0,5.0,16.0,1577620800,1
francetvinfo.fr,4.0,40.0,8.0,43200,0
freakshow.fm,2.0,2.0,7.0,1574079428,1
freaktemplate.tech,2.0,19.0,0.0,43200,0
free-4u.com,2.0,2.0,8.0,43200,0
free-count.com,4.0,1.0,7.0,1573340760,1
free-management-ebooks.com,1.0,2.0,6.0,1581422400,1
free-stopwatch.com,3.0,1.0,4.0,43200,0
free.fr,1.0,100.0,8.0,1627041600,1
freebitco.in,29.0,27.0,12.0,1573128000,1
freebooks4doctors.com,2.0,2.0,9.0,43200,0
freecodecamp.org,5.0,60.0,14.0,1576367999,1
freedesisex.net,6.0,2.0,6.0,43200,0
freehotteen.com,4.0,1.0,5.0,43200,0
freejobalert.com,1.0,4.0,6.0,43200,0
freelancer.com,193.0,100.0,16.0,1594641600,1
freepik.com,5.0,100.0,14.0,1574578898,1
freeplaytech.com,1.0,7.0,6.0,1574467199,1
freerice.com,1.0,8.0,7.0,43200,0
freesexcam.ca,4.0,2.0,10.0,43200,0
freesoundtrackmusic.com,4.0,3.0,6.0,1575331199,1
freespicerefills.com,7.0,1.0,16.0,1596244173,1
freetetris.org,6.0,2.0,8.0,1582243199,1
freightcenter.com,12.0,10.0,19.0,1584014400,1
fremont-portails.fr,1.0,1.0,8.0,1574829913,1
freseniusmedicalcare.com.co,2.0,1.0,7.0,1573056136,1
freshdesk.com,1000.0,100.0,17.0,1578830400,1
fresherslive.com,33.0,29.0,10.0,1578182399,1
freshseeks.com,5.0,1.0,0.0,43200,0
fridaycreek.com,2.0,7.0,6.0,1571529599,1
frieda-freddies.com,6.0,6.0,8.0,1571662039,1
fril.jp,255.0,17.0,15.0,1589716800,1
frolundaindians.com,2.0,9.0,9.0,43200,0
frtyi.com,20.0,5.0,8.0,1597924800,1
frxinvestingxxx.club,3.0,1.0,0.0,43200,0
ftchinese.com,119.0,43.0,9.0,1567598400,1
fudan.edu.cn,2.0,100.0,7.0,43200,0
fuhsd.org,8.0,40.0,10.0,43200,0
fujiyamajapanese.com,2.0,1.0,0.0,43200,0
fullfreecoding.com,3.0,5.0,9.0,1581249600,1
fullhdfilmizlesene.net,11.0,20.0,8.0,1593993599,1
fullhdfilmizleyen.com,13.0,6.0,10.0,1578916800,1
functionalmedicineuniversity.com,4.0,1.0,6.0,1604059200,1
funimation.com,13.0,36.0,11.0,1582236635,1
funnwebs.com,7.0,100.0,6.0,1571731705,1
funnyjunk.com,19.0,71.0,10.0,43200,0
funplusgame.com,3.0,100.0,10.0,1603583999,1
fuq.com,14.0,2.0,13.0,1606036201,1
furaffinity.net,22.0,15.0,13.0,1593993599,1
furrypetcompany.com,1.0,1.0,7.0,1582718400,1
fusionfirst.com,4.0,6.0,7.0,43200,0
futbin.com,18.0,4.0,19.0,1574294399,1
futbol24.com,9.0,39.0,11.0,1584126609,1
futhead.com,23.0,4.0,15.0,1583452799,1
futurefabricsvirtualexpo.com,3.0,7.0,6.0,1572220799,1
fuwafuwa.us,3.0,1.0,6.0,1601160051,1
fxsitecompat.com,1.0,2.0,12.0,1568211940,1
fyyxyz.com,17.0,3.0,4.0,43200,0
g2a.com,15.0,100.0,20.0,1582415999,1
gaadiwaadi.com,9.0,6.0,12.0,1598705154,1
gaana.com,102.0,58.0,33.0,1589976000,1
gabinka.cz,4.0,11.0,0.0,43200,0
gadgere.com,2.0,2.0,8.0,1571320484,1
gadgetnews.net,5.0,4.0,8.0,1589284301,1
gadgetsnow.com,2.0,14.0,22.0,1593086400,1
galaxys10manual.com,3.0,4.0,9.0,1581379199,1
gallerianazionalemarche.it,7.0,2.0,8.0,1617261838,1
gamba.fm,4.0,1.0,15.0,1581983999,1
game8.jp,142.0,14.0,17.0,1596974400,1
gameforge.com,4.0,100.0,13.0,1590321600,1
gamepressure.com,4.0,21.0,12.0,1593852704,1
gamer.com.tw,12.0,34.0,14.0,1578182399,1
gamespay.com,3.0,2.0,6.0,43200,0
gamestorrents.tv,70.0,1.0,8.0,1598184000,1
gamewith.jp,84.0,100.0,12.0,1618040700,1
gamib.com,6.0,7.0,10.0,43200,0
gammaphibeta.org,4.0,14.0,11.0,1611271738,1
gamme.com.tw,9.0,28.0,10.0,1602586898,1
gamut.com,12.0,12.0,15.0,1584792000,1
ganeurosurgical.org,1.0,1.0,5.0,43200,0
gangjuw.com,2.0,2.0,4.0,1574128060,1
gangofyouths.com,5.0,1.0,7.0,43200,0
ganool.watch,3.0,1.0,7.0,1583366399,1
gap.com,119.0,100.0,19.0,1595592000,1
gardensalive.com,3.0,13.0,9.0,1593820799,1
gardenstatebetting.com,3.0,1.0,8.0,1583064000,1
garfunkels.co.uk,2.0,1.0,9.0,1597652308,1
garmin.com,1.0,100.0,28.0,43200,0
gatsby-universal.netlify.com,2.0,0.0,0.0,43200,0
gayboystube.com,3.0,37.0,6.0,1570492799,1
gaygnorimies.com,1.0,1.0,6.0,1573329680,1
gazetaexpress.com,164.0,8.0,9.0,1582847999,1
gazetalubuska.pl,4.0,25.0,10.0,1574576476,1
gazettetimes.com,2.0,12.0,9.0,1570267646,1
gazzetta.it,3.0,100.0,10.0,1613260799,1
gbcdecatur.org,3.0,3.0,9.0,1585224000,1
gds.it,3.0,42.0,14.0,1570916711,1
gdz.ru,8.0,5.0,8.0,1578614399,1
geekaygames.com,4.0,10.0,12.0,1573862399,1
geekvape.com,4.0,4.0,9.0,1600473599,1
geekviews.tech,4.0,4.0,9.0,1588420800,1
geforce.com,3.0,31.0,12.0,43200,0
geiroon.net,5.0,1.0,11.0,43200,0
gemischter-satz.com,1.0,1.0,6.0,1604620799,1
gemius.com,2.0,81.0,8.0,1612915200,1
generasisalaf.wordpress.com,6.0,1.0,0.0,43200,0
generationsofgrace.com,3.0,2.0,8.0,1582459200,1
genius.com,30.0,64.0,17.0,1578700799,1
genndi.com,7.0,8.0,9.0,1578614399,1
geocentre.ca,3.0,2.0,7.0,1573498072,1
geoka.net,10.0,1.0,5.0,1568573168,1
geomastery.com,5.0,1.0,16.0,43200,0
get4all.org,4.0,3.0,7.0,1582415999,1
getawayposts.com,2.0,1.0,9.0,1589025600,1
getawesome1.com,46.0,10.0,12.0,1587211200,1
getawesome6.com,6.0,5.0,12.0,1587211200,1
getbestf1le3.xyz,1.0,100.0,5.0,1574260558,1
getbootstrap.com,10.0,8.0,14.0,1577404799,1
getincredibles.com,4.0,5.0,14.0,1569502202,1
getintopc.com,16.0,4.0,9.0,1582415999,1
getintopcfile.com,4.0,1.0,8.0,1582243199,1
getlnk1.com,6.0,2.0,12.0,1589889600,1
getlnk2.com,6.0,1.0,12.0,1589889600,1
getlnk3.com,6.0,1.0,12.0,1589889600,1
getlnk6.com,6.0,1.0,12.0,1589889600,1
getlocalmeasure.com,870.0,16.0,19.0,1572004381,1
getpocket.com,277.0,21.0,18.0,1585742400,1
getsl.ink,2.0,5.0,20.0,1574035199,1
getspeks.com,3.0,5.0,10.0,1582027200,1
gettyimages.com,499.0,100.0,17.0,1597492800,1
getyourguide.co.uk,465.0,1.0,12.0,1570608131,1
gfxfile.com,7.0,2.0,3.0,1570697992,1
gfycat.com,1000.0,100.0,25.0,1592395200,1
gggolf.ca,1.0,7.0,6.0,1594598400,1
ghanaweb.com,10.0,43.0,13.0,1582113600,1
ghlhoteles.com,32.0,7.0,8.0,1601160051,1
ghost.xyz,3.0,1.0,10.0,1571183999,1
giantbomb.com,7.0,20.0,11.0,1587384000,1
gidonline.io,1.0,1.0,7.0,1611964799,1
giftedtouch.com,4.0,3.0,11.0,1593432000,1
gifyu.com,9.0,8.0,15.0,1598356800,1
giga.de,5.0,100.0,14.0,1588420800,1
gigafile.nu,141.0,100.0,11.0,1601251199,1
gigazine.net,39.0,9.0,16.0,1581064898,1
gigya.com,2.0,100.0,16.0,1617235199,1
gihsonline.com,5.0,1.0,15.0,1588248000,1
gilbut.co.kr,3.0,33.0,14.0,1629028800,1
gimy.tv,17.0,11.0,10.0,1578009599,1
giocodigitale.it,5.0,56.0,14.0,1582804800,1
giphy.com,74.0,51.0,23.0,1595603964,1
gitlab.com,15.0,80.0,16.0,1589241599,1
givemesport.com,51.0,16.0,16.0,1597752000,1
gizmodo.com,46.0,94.0,16.0,1594511416,1
gjirafa.com,9.0,100.0,15.0,1575763199,1
gl5.ru,3.0,1.0,8.0,1567468799,1
glassdoor.co.in,20.0,5.0,6.0,1582415999,1
glaz.tv,10.0,24.0,6.0,1586044799,1
glenbarrabbey.org,2.0,1.0,0.0,43200,0
globalcointrade.net,1.0,1.0,0.0,43200,0
globallisteningcentre.org,1.0,5.0,5.0,43200,0
globalsources.com,1.0,100.0,12.0,1595764800,1
glosbe.com,4.0,85.0,10.0,1601078399,1
glothouw.link,4.0,0.0,7.0,1569101106,1
glrv.com,3.0,3.0,14.0,1613580878,1
glutenfreepalate.com,4.0,1.0,7.0,1573756393,1
gmanetwork.com,3.0,31.0,12.0,1625875199,1
gmw.cn,74.0,100.0,7.0,43200,0
