0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
http://www.pazfrancisco.com/wp-content/plugins/uio/15115166/a8bba1f6304173b0822deda5d/,16,1,5.108458593344349,2,1,11218.0,3182.0,6,5,0.5823099698911691,0.8300365269464077,0,0,0,0,0,1
https://casevk.000webhostapp.com/,17,2,5.182166718074634,2,1,1821.9825970548861,1775.7089497235168,6,0,1.586060208398961,1557.3930634760586,0,0,0,0,0,1
https://edmorealz.000webhostapp.com/,17,2,5.182166718074634,2,1,1821.9825970548861,1775.7089497235168,6,0,1.586060208398961,1557.3930634760586,0,0,0,0,0,1
http://www.artsmooc.org/modules/forum/9aa46b1c80f77b319a4661a1a9bd420e/login.php?cmd=_account-details&amp;session=d052af08b20319c11654a02e918d3e8e&amp;dispatch=c64f26345c63c4406938d49c25e117c9ae71eb25,12,2,4.452882292327725,2,1,14400.0,0.0,6,5,0.16729170641796526,249.20182227645898,0,0,0,0,0,1
http://www.yourfitnesscorner.com/wp-content/plugins/ubh/Cm/Pn/customer_center/customer-IDPP00C578/myaccount/success/?cmd=_session=&amp;6b7d540fdb23a489c8976e6f652eab6a&amp;dispatch=b77a14392ad997973a3f8700669231cff42a42e0,21,2,6.455032824807067,2,1,14400.0,0.0,7,4,5.977075124680301,253.11792419957885,0,0,0,0,0,1
http://www.dunggiodrilling.com/administrator/templates/khepri/images/menu/signt/customer_center/customer-IDPP00C978/myaccount/signin/,19,2,6.37578147427995,2,1,43200.0,0.0,10,10,0.41501826347320386,0.41501826347320386,0,0,0,0,0,1
https://psd2-lbb-kredtkarten.com/d01944/bb100954.php,24,2,6.092857292808496,1,1,180.25,127.16205212247874,1,0,2.7651999462802124,93.09064158774405,0,0,0,0,0,1
http://jppost-ze.top/,13,2,4.834265462365748,1,0,300.0,0.0,1,0,0.5018751192538957,0.5997941634466332,0,0,0,0,0,1
https://adm.secure.notification1.com-paymentloading909131.com/?rvc,28,1,6.851372181782122,1,1,3600.0,0.0,1,0,0.16729170641796526,36.020196100164064,0,0,0,0,0,1
https://azcesrs.000webhostapp.com/login_update.htm,17,2,5.182166718074634,2,1,1821.9825970548861,1775.7089497235168,6,0,1.586060208398961,1557.3930634760586,0,0,0,0,0,1
http://wave-money.com/,14,1,4.581935602939436,2,1,300.0,0.0,2,1,0.16729170641796526,0.813983023343819,0,0,0,0,0,1
https://magazineluizaonline.net/22405a7jvbbgteklaopjnm/index.php?junto-de-assadeiras-de-vidro-10-pecas-marinex-duralex-marinex/p/6521389/ud/comp/&amp;id=1,23,1,7.610827998946891,2,1,300.0,0.0,1,0,0.3345834128359305,0.9063709733305336,0,0,0,0,0,1
http://streetconceptsracing.com/PayPal/,24,2,7.509523959475162,1,1,600.0,0.0,4,2,5.475200005426405,88.11386289456944,0,0,0,0,0,1
http://cartetitolari.mps.it.carta23123.icu/mps/a1b2c3/fba0a0b672d4c175311c5e8043675578/,14,1,4.840129163233379,1,1,900.0,0.0,1,0,11.927392163149978,1785.8341306487896,0,0,0,0,0,1
http://arkas-italia.it/server/php/files/paypal/paypal/myaccount/signin,15,1,5.765100555987183,1,1,900.0,0.0,11,10,0.41501826347320386,0.41501826347320386,0,0,0,0,0,1
https://azcesrs.000webhostapp.com/login_update.htm,17,2,5.182166718074634,2,1,1821.9825970548861,1775.7089497235168,6,0,1.586060208398961,1557.3930634760586,0,0,0,0,0,1
https://conjunctional-discr.000webhostapp.com/cox.full/cox.full/Zo/stepCoxMail/log/sycho/SecurityID.html?preccessingid=39d3d0ac6cbf8fcba82c1e34dcab754b-39d3d0ac6cbf8fcba82c1e34dcab754b-39d3d0ac6cbf8fcba82c1e34dcab754b39d3d0ac6cbf8fcba82c1e34dcab754b39d3d0ac6cbf8fcba82c1e34dcab754b39d3d0ac6cbf8fcba82c1e34dcab754b39d3d0ac6cbf8fcba82c1e34dcab754b39d3d0ac6cbf8fcba82c1e34dcab754b39d3d0ac6cbf8fcba82c1e34dcab754b39d3d0ac6cbf8fcba82c1e34dcab754b39d3d0ac6cbf8fcba82c1e34dcab754b,17,2,5.182166718074634,2,1,1821.9825970548861,1775.7089497235168,6,0,1.586060208398961,1557.3930634760586,0,0,0,0,0,1
http://riz-krajina.com/images/auth/aol/8b6e2c102972cd9e01c0d9b31a1b5c56/,15,1,4.669646833851927,2,1,280.125,28.659368014664942,6,4,6.144366831098266,14.189448315326567,0,0,0,0,0,1
https://my-acccccccc-3333222.blogspot.com/,12,1,4.1887218755408675,2,1,1732.5686274509803,1695.300577836226,20,18,0.7496016763091344,1519.793291255975,0,0,0,0,0,1
http://smartystore1.com/modules/mod_login/tmpl/signin/customer_center/customer-IDPP00C868/myaccount/signin/,16,1,5.25,1,1,14400.0,0.0,3,1,6.389250881182589,11.467814156606266,0,0,0,0,0,1
https://xrpx2august.blogspot.com/,12,1,4.1887218755408675,2,1,1732.5686274509803,1695.300577836226,20,18,1.0037502385077917,2.1690979328350792,0,0,0,0,0,1
https://rescvres.000webhostapp.com/login_help.htm,17,2,5.182166718074634,2,1,1821.9825970548861,1775.7089497235168,6,0,0.9973282333643729,1520.1159215694615,0,0,0,0,0,1
https://casevk.000webhostapp.com/,17,2,5.182166718074634,2,1,1821.9825970548861,1775.7089497235168,6,0,1.586060208398961,1557.3930634760586,0,0,0,0,0,1
https://colomboi.000webhostapp.com/,17,2,5.182166718074634,2,1,1821.9825970548861,1775.7089497235168,6,0,0.7496016763091344,1519.793291255975,0,0,0,0,0,1
https://coinbasetop.com/,15,1,4.772921412833702,2,1,300.0,0.0,1,0,0.8364585320898263,11.691900774243269,0,0,0,0,0,1
http://cartetitolari.mps.it.carta23119.icu/mps/,14,1,4.581935602939436,1,1,843.0,57.0,1,0,11.927392163149978,1785.8341306487896,0,0,0,0,0,1
https://edmorealz.000webhostapp.com/,17,2,5.182166718074634,2,1,1821.9825970548861,1775.7089497235168,6,0,1.586060208398961,1557.3930634760586,0,0,0,0,0,1
http://cazxs.000webhostapp.com/update/index.html,17,2,5.182166718074634,2,1,1821.9825970548861,1775.7089497235168,6,0,1.586060208398961,1557.3930634760586,0,0,0,0,0,1
http://amzan.azurewebsites.net/amaz0n/mm/4a6acc0b11f14470061e1f78d43dc00b/,17,1,5.5815455153683065,3,1,490.24242424242425,701.4788720247769,8,6,0.3345834128359305,15.274952904622733,0,0,0,0,0,1
http://raybarton.com/parts/skin/frontend/default/iphone/detail/detail/detail/email.htm,13,1,4.485258049590827,1,1,14400.0,0.0,20,18,5.642491711844371,251.74098640691622,0,0,0,0,0,1
https://swisou9idist.blogspot.com//?m=0,12,1,4.1887218755408675,2,1,1732.5686274509803,1695.300577836226,20,18,0.5018751192538957,249.38659817643241,0,0,0,0,0,1
https://adm.secure.notification1.com-paymentloading909131.com/de/signin,28,1,6.851372181782122,1,1,3600.0,0.0,1,0,0.3345834128359305,71.26565892872159,0,0,0,0,0,1
http://kingsport3.com/pselke4015/office365/099d538e1b6196bc0250b1c7ac7e88a4/,14,1,4.065548482351549,1,1,250.625,99.70072404451234,1,0,6.389250881182589,11.467814156606266,0,0,0,0,0,1
https://earthpalcke.000webhostapp.com/login/login/information/customer-IDPP00C623/myaccount/signin,17,2,5.182166718074634,2,1,1821.9825970548861,1775.7089497235168,6,0,1.586060208398961,1557.3930634760586,0,0,0,0,0,1
https://loading-pages-please-waiting.blogspot.com/?m=0,12,1,4.1887218755408675,2,1,1732.5686274509803,1695.300577836226,20,18,5.809783418262335,2.7239400304306662,0,0,0,0,0,1
http://www.apple.com.sng-inc.info/?c2nyaxb0c3nqmxnjcmlwdhnzaj=,12,1,4.452882292327727,2,1,5200.0,6505.382386916237,1,0,3.71929829396715,11822.184144917102,0,0,0,0,0,1
