0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
http://www.pazfrancisco.com/wp-content/plugins/uio/15115166/a8bba1f6304173b0822deda5d/,16,1,5.108458593344349,2,1,11218.0,3182.0,6,5,0.5823099698911691,5450.6953796897105,0,0,0,0,0,1
https://palpalblkd-acctvrfy-newtt3211.000webhostapp.com/,17,2,5.182166718074634,2,1,1822.698752228164,1776.292014065242,6,0,919.1698287694514,1519.7009033059883,0,0,0,0,0,1
https://stikervkiziq.000webhostapp.com/,17,2,5.182166718074634,2,1,1822.698752228164,1776.292014065242,6,0,920.0062873015411,1555.3159179344925,0,0,0,0,0,1
https://edmorealz.000webhostapp.com/,17,2,5.182166718074634,2,1,1822.698752228164,1776.292014065242,6,0,920.173579007959,1557.3930634760586,0,0,0,0,0,1
https://asmecolpoz.com/wp-admin/cgi-bin-info/cgi-bin-info/customer_center/customer-IDPP00C747/myaccount/signin/?locale.x=en_,14,1,4.936561115920864,1,1,10800.0,6235.382907247958,4,3,1.466245826349089,10.267113265488641,0,0,0,0,0,1
http://www.onlinemodels.co/Up/logs/,15,1,5.281425571662641,1,1,1200.0,1407.1247279470288,1,1,0.16729170641796526,85.9897170275854,0,0,0,0,0,1
http://jppost-za.top/,13,2,4.834265462365748,1,0,300.0,0.0,1,0,0.5018751192538957,81139.95942655006,0,0,0,0,0,1
http://jppost-ze.top/,13,2,4.834265462365748,1,0,300.0,0.0,1,0,0.5018751192538957,81139.95942655006,0,0,0,0,0,1
http://jppost-agu.top/,14,2,4.936561115920865,1,0,300.0,0.0,1,0,0.5018751192538957,81139.95942655006,0,0,0,0,0,1
http://awitiqueens.com/www.paypal.com/login.verification/myaccount/identity/?cmd=_session=&amp;0502c6fe05c626a8721105120e36e5f5&amp;dispatch=195d73faf5530193e57465eb1d364dee912052cd,15,2,4.415394754437457,1,1,14400.0,0.0,1,0,0.669166825671861,250.5787600691216,0,0,0,0,0,1
https://my-acccccccc-3333222.blogspot.com/?REDACTED,12,1,4.1887218755408675,2,1,1871.1666666666667,1730.670237862263,20,18,920.3408707143769,1557.4854514260453,0,0,0,0,0,1
https://azcesrs.000webhostapp.com/login_update.htm,17,2,5.182166718074634,2,1,1822.698752228164,1776.292014065242,6,0,920.173579007959,1557.3930634760586,0,0,0,0,0,1
https://applicati.info/log-on/verify/sharepoint/verificationAttempt.php?sf58gfd1s689sxd2sdf8angf264s9df23sd2f1n495K3L2C151645172991f1477dbd26917ef3822423f62e984a91f1477dbd26917ef3822423f62e984a91f1477dbd,14,2,4.936561115920865,1,1,10800.0,0.0,1,0,5.475200005426405,88.11386289456944,0,0,0,0,0,1
https://magazineluizaonline.net/22405a7jvbbgteklaopjnm/index.php?junto-de-assadeiras-de-vidro-10-pecas-marinex-duralex-marinex/p/6521389/ud/comp/&amp;id=1,23,1,7.610827998946891,2,1,300.0,0.0,1,0,0.3345834128359305,0.9063709733305336,0,0,0,0,0,1
http://arkas-italia.it/server/php/files/paypal/paypal/myaccount/signin,15,1,5.765100555987183,1,1,900.0,0.0,11,10,145.2645846610397,4307.347814949673,0,0,0,0,0,1
https://palpalblkd-acctvrfy-newtt3211.000webhostapp.com/,17,2,5.182166718074634,2,1,1822.698752228164,1776.292014065242,6,0,919.1698287694514,1519.7009033059883,0,0,0,0,0,1
https://azcesrs.000webhostapp.com/login_update.htm,17,2,5.182166718074634,2,1,1822.698752228164,1776.292014065242,6,0,920.173579007959,1557.3930634760586,0,0,0,0,0,1
http://vintage.xn--myetherwat-mnb50ca.com/,26,2,6.811222363761216,1,1,14400.0,0.0,1,0,0.16729170641796526,4903.0621381488045,0,0,0,0,0,1
https://conjunctional-discr.000webhostapp.com/cox.full/cox.full/Zo/stepCoxMail/log/sycho/SecurityID.html?preccessingid=39d3d0ac6cbf8fcba82c1e34dcab754b-39d3d0ac6cbf8fcba82c1e34dcab754b-39d3d0ac6cbf8fcba82c1e34dcab754b39d3d0ac6cbf8fcba82c1e34dcab754b39d3d0ac6cbf8fcba82c1e34dcab754b39d3d0ac6cbf8fcba82c1e34dcab754b39d3d0ac6cbf8fcba82c1e34dcab754b39d3d0ac6cbf8fcba82c1e34dcab754b39d3d0ac6cbf8fcba82c1e34dcab754b39d3d0ac6cbf8fcba82c1e34dcab754b39d3d0ac6cbf8fcba82c1e34dcab754b,17,2,5.182166718074634,2,1,1822.698752228164,1776.292014065242,6,0,920.173579007959,1557.3930634760586,0,0,0,0,0,1
https://promo-crypto.com/,16,1,6.0,1,1,14400.0,0.0,1,0,920.3408707143769,35819.98939552366,0,0,0,0,0,1
http://centerbreshing.fr/www/eng.redirection.PayPal.html,17,1,5.540119003869395,1,1,21600.0,0.0,1,0,14.74662270796816,83223.30905891432,0,0,0,0,0,1
http://invoive10001.com/ATB/,16,1,5.608458593344349,1,1,10800.0,0.0,1,0,6.311658537516232,4273.37418624848,0,0,0,0,0,1
http://kingsport3.com/gseam9310/office365/729fe5b3cd5c09dfe2b7b73b37509c3b/authentication.php,14,1,4.065548482351549,1,1,282.8,34.4,1,0,6.556542587600554,11.68385663143676,0,0,0,0,0,1
http://binance5000.epizy.com,9,1,3.169925001442312,2,1,36455.6,33672.79599379891,6,5,1.171041944925757,1732.6351109349653,0,0,0,0,0,1
https://www.blurbcommunity.com/Onlines/en-us/Wellsi/wellsG/Best_Wells/en/MEEE/long/online-account/security/auth/1/inner_page.html?REDACTED,18,2,5.731829863314645,2,1,86400.0,0.0,1,0,1.2989541199311236,10.174725315501925,0,0,0,0,0,1
http://demoralized-accorda.000webhostapp.com/chase/case/LogOn/auth/home/auth/enc.php,17,2,5.182166718074634,2,1,1822.698752228164,1776.292014065242,6,0,920.0062873015411,1555.3159179344925,0,0,0,0,0,1
https://coinbasetop.com/,15,1,4.772921412833702,2,1,300.0,0.0,1,0,0.8364585320898263,11.691900774243269,0,0,0,0,0,1
https://edmorealz.000webhostapp.com/,17,2,5.182166718074634,2,1,1822.698752228164,1776.292014065242,6,0,920.173579007959,1557.3930634760586,0,0,0,0,0,1
https://holometabolous-rema.000webhostapp.com/ax/Ya/Ya/update.html,17,2,5.182166718074634,2,1,1822.698752228164,1776.292014065242,6,0,919.8389955951232,1520.070455105935,0,0,0,0,0,1
https://paypal.co.uk.6ykt.icu/m/Login.php,8,1,3.0,3,1,600.0,0.0,1,0,13.665948066312168,83333.4877707109,0,0,0,0,0,1
https://ffriyey6.000webhostapp.com/index.php,17,2,5.182166718074634,2,1,1822.698752228164,1776.292014065242,6,0,920.173579007959,1557.3930634760586,0,0,0,0,0,1
https://stout-highlines.000webhostapp.com/fpi/AT_T/AT&T/,17,2,5.182166718074634,2,1,1822.698752228164,1776.292014065242,6,0,920.0062873015411,1555.3159179344925,0,0,0,0,0,1
https://azaman.azurewebsites.net/amaz0n/mm/faa0ee21738e1bbe39ea2d209a436b8c/cirlo.php?cmd=login_submit&amp;id=$praga$praga&amp;session=$praga$praga,17,1,5.5815455153683065,3,1,472.8,717.7154682277186,8,6,0.3345834128359305,15.274952904622733,0,0,0,0,0,1
http://cartetitolari.mps.it.carta23110.icu/mps/a1b2c3/277d51c4019baebc9d2ce0e5a4f6c30e?,14,1,4.581935602939436,1,1,836.0,90.50966799187809,1,0,11.927392163149978,1785.8341306487896,0,0,0,0,0,1
http://vitalina.net/wp-content/plugins/akismet/xv2/signin/customer_center/customer-IDPP00C414/myaccount/signin/?country.x=RO&amp;locale.x=en_RO,12,1,4.641604167868593,4,2,600.0,0.0,11,10,6.389250881182589,115.21332895984872,0,0,0,0,0,1
https://stikervkiziq.000webhostapp.com/,17,2,5.182166718074634,2,1,1822.698752228164,1776.292014065242,6,0,920.0062873015411,1555.3159179344925,0,0,0,0,0,1
