code;benign_ratio;malicious_ratio;benign;malicious;total
198047;0.6666666666666666;0.3333333333333333;2;1;3
17054;0.0;1.0;0;1;1
60068;0.9583333333333334;0.041666666666666664;23;1;24
4766;0.9444444444444444;0.05555555555555555;17;1;18
32097;0.5;0.5;1;1;2
62729;0.5;0.5;1;1;2
60976;0.5;0.5;1;1;2
44889;0.5;0.5;1;1;2
60631;0.0;1.0;0;1;1
32613;0.5;0.5;1;1;2
14935;0.0;1.0;0;1;1
26094;0.0;1.0;0;1;1
28753;0.8571428571428571;0.14285714285714285;6;1;7
33397;1.0;0.0;1;0;1
135356;1.0;0.0;2;0;2
43350;1.0;0.0;5;0;5
29789;1.0;0.0;9;0;9
135445;1.0;0.0;1;0;1
54825;1.0;0.0;118;0;118
201011;1.0;0.0;11;0;11
24961;1.0;0.0;6;0;6
32780;1.0;0.0;1;0;1
13213;1.0;0.0;3;0;3
3356;1.0;0.0;6;0;6
29990;1.0;0.0;60;0;60
35280;1.0;0.0;2;0;2
44108;1.0;0.0;1;0;1
36351;1.0;0.0;33;0;33
26667;1.0;0.0;30;0;30
43037;1.0;0.0;17;0;17
15685;1.0;0.0;5;0;5
29791;1.0;0.0;10;0;10
44788;1.0;0.0;76;0;76
42622;1.0;0.0;1;0;1
7415;1.0;0.0;8;0;8
62713;1.0;0.0;22;0;22
198622;1.0;0.0;18;0;18
53334;1.0;0.0;2;0;2
7979;1.0;0.0;24;0;24
61157;1.0;0.0;5;0;5
24429;1.0;0.0;19;0;19
37963;1.0;0.0;19;0;19
35415;1.0;0.0;18;0;18
34655;1.0;0.0;8;0;8
33047;1.0;0.0;6;0;6
27281;1.0;0.0;37;0;37
43407;1.0;0.0;10;0;10
48173;1.0;0.0;1;0;1
35220;1.0;0.0;7;0;7
25273;1.0;0.0;1;0;1
43754;1.0;0.0;7;0;7
56402;1.0;0.0;1;0;1
41689;1.0;0.0;1;0;1
4758;1.0;0.0;3;0;3
8342;1.0;0.0;7;0;7
47541;1.0;0.0;12;0;12
47764;1.0;0.0;25;0;25
24638;1.0;0.0;15;0;15
15201;1.0;0.0;8;0;8
38636;1.0;0.0;2;0;2
9121;1.0;0.0;3;0;3
14413;1.0;0.0;64;0;64
43260;1.0;0.0;1;0;1
202152;1.0;0.0;2;0;2
10006;1.0;0.0;1;0;1
2519;1.0;0.0;1;0;1
3215;1.0;0.0;2;0;2
44239;1.0;0.0;12;0;12
197068;1.0;0.0;1;0;1
23910;1.0;0.0;2;0;2
16125;1.0;0.0;1;0;1
39392;1.0;0.0;1;0;1
52016;1.0;0.0;5;0;5
52007;1.0;0.0;3;0;3
23467;1.0;0.0;30;0;30
55249;1.0;0.0;1;0;1
26415;1.0;0.0;1;0;1
46950;1.0;0.0;1;0;1
41552;1.0;0.0;3;0;3
57724;1.0;0.0;1;0;1
44521;1.0;0.0;1;0;1
15830;1.0;0.0;3;0;3
1142;1.0;0.0;1;0;1
19750;1.0;0.0;6;0;6
19531;1.0;0.0;1;0;1
25292;1.0;0.0;4;0;4
54775;1.0;0.0;1;0;1
11054;1.0;0.0;8;0;8
5588;1.0;0.0;1;0;1
131144;1.0;0.0;1;0;1
47447;1.0;0.0;4;0;4
17408;1.0;0.0;1;0;1
24158;1.0;0.0;1;0;1
200981;1.0;0.0;1;0;1
7532;1.0;0.0;1;0;1
3462;1.0;0.0;15;0;15
135905;1.0;0.0;4;0;4
45899;1.0;0.0;5;0;5
24572;1.0;0.0;5;0;5
23576;1.0;0.0;4;0;4
49335;1.0;0.0;1;0;1
204995;1.0;0.0;5;0;5
49063;1.0;0.0;1;0;1
43211;1.0;0.0;1;0;1
42337;1.0;0.0;1;0;1
41881;1.0;0.0;1;0;1
58224;1.0;0.0;1;0;1
3209;1.0;0.0;2;0;2
12322;1.0;0.0;4;0;4
50234;1.0;0.0;1;0;1
57976;1.0;0.0;2;0;2
23393;1.0;0.0;7;0;7
14153;1.0;0.0;2;0;2
29049;1.0;0.0;2;0;2
25532;1.0;0.0;1;0;1
1299;1.0;0.0;4;0;4
33517;1.0;0.0;1;0;1
8839;1.0;0.0;1;0;1
34948;1.0;0.0;2;0;2
45470;1.0;0.0;1;0;1
60476;1.0;0.0;1;0;1
15395;1.0;0.0;2;0;2
30633;1.0;0.0;2;0;2
53580;1.0;0.0;5;0;5
20093;1.0;0.0;1;0;1
36089;1.0;0.0;18;0;18
13768;1.0;0.0;4;0;4
30148;1.0;0.0;2;0;2
395954;1.0;0.0;1;0;1
39605;1.0;0.0;1;0;1
199524;1.0;0.0;7;0;7
48061;1.0;0.0;1;0;1
21859;1.0;0.0;3;0;3
6461;1.0;0.0;3;0;3
4134;1.0;0.0;10;0;10
4847;1.0;0.0;1;0;1
4808;1.0;0.0;4;0;4
17964;1.0;0.0;2;0;2
58593;1.0;0.0;2;0;2
9808;1.0;0.0;2;0;2
47195;1.0;0.0;1;0;1
42632;1.0;0.0;3;0;3
29182;1.0;0.0;4;0;4
12789;1.0;0.0;1;0;1
199484;1.0;0.0;4;0;4
8893;1.0;0.0;3;0;3
39572;1.0;0.0;18;0;18
217;1.0;0.0;1;0;1
45894;1.0;0.0;7;0;7
50453;1.0;0.0;3;0;3
54823;1.0;0.0;1;0;1
16167;1.0;0.0;1;0;1
50599;1.0;0.0;7;0;7
206880;1.0;0.0;1;0;1
22652;1.0;0.0;1;0;1
33419;1.0;0.0;2;0;2
202448;1.0;0.0;1;0;1
394967;1.0;0.0;1;0;1
7160;1.0;0.0;3;0;3
20857;1.0;0.0;2;0;2
203226;1.0;0.0;2;0;2
174;1.0;0.0;6;0;6
9680;1.0;0.0;1;0;1
45974;1.0;0.0;7;0;7
9764;1.0;0.0;1;0;1
18182;1.0;0.0;4;0;4
1659;1.0;0.0;1;0;1
14744;1.0;0.0;1;0;1
30212;1.0;0.0;2;0;2
40509;1.0;0.0;4;0;4
45090;1.0;0.0;3;0;3
137693;1.0;0.0;1;0;1
199064;1.0;0.0;3;0;3
3308;1.0;0.0;1;0;1
2134;1.0;0.0;1;0;1
38339;1.0;0.0;1;0;1
8972;1.0;0.0;3;0;3
25751;1.0;0.0;2;0;2
11643;1.0;0.0;1;0;1
45530;1.0;0.0;1;0;1
35237;1.0;0.0;2;0;2
9031;1.0;0.0;1;0;1
204006;1.0;0.0;1;0;1
23637;1.0;0.0;2;0;2
23816;1.0;0.0;2;0;2
44050;1.0;0.0;1;0;1
43146;1.0;0.0;1;0;1
6939;1.0;0.0;1;0;1
33070;1.0;0.0;5;0;5
200777;1.0;0.0;1;0;1
11274;1.0;0.0;2;0;2
23844;1.0;0.0;1;0;1
38365;1.0;0.0;1;0;1
58543;1.0;0.0;2;0;2
55967;1.0;0.0;12;0;12
48684;1.0;0.0;2;0;2
201841;1.0;0.0;2;0;2
19437;1.0;0.0;2;0;2
3786;1.0;0.0;6;0;6
9318;1.0;0.0;7;0;7
38099;1.0;0.0;4;0;4
50245;1.0;0.0;8;0;8
12353;1.0;0.0;2;0;2
55569;1.0;0.0;1;0;1
54535;1.0;0.0;1;0;1
17732;1.0;0.0;1;0;1
26120;1.0;0.0;5;0;5
24151;1.0;0.0;2;0;2
38283;1.0;0.0;1;0;1
36408;1.0;0.0;2;0;2
11342;1.0;0.0;1;0;1
29802;1.0;0.0;2;0;2
12658;1.0;0.0;1;0;1
6623;1.0;0.0;3;0;3
26101;1.0;0.0;3;0;3
197902;1.0;0.0;1;0;1
23650;1.0;0.0;1;0;1
17937;1.0;0.0;1;0;1
8732;1.0;0.0;1;0;1
59940;1.0;0.0;5;0;5
201081;1.0;0.0;3;0;3
16245;1.0;0.0;1;0;1
56396;1.0;0.0;5;0;5
16229;1.0;0.0;1;0;1
38631;1.0;0.0;3;0;3
50198;1.0;0.0;2;0;2
14453;1.0;0.0;1;0;1
16085;1.0;0.0;1;0;1
22075;1.0;0.0;10;0;10
206591;1.0;0.0;3;0;3
2914;1.0;0.0;1;0;1
134592;1.0;0.0;1;0;1
4657;1.0;0.0;1;0;1
3842;1.0;0.0;2;0;2
38627;1.0;0.0;3;0;3
1680;1.0;0.0;2;0;2
3223;1.0;0.0;2;0;2
11403;1.0;0.0;2;0;2
204601;1.0;0.0;1;0;1
32787;1.0;0.0;1;0;1
2116;1.0;0.0;1;0;1
12306;1.0;0.0;3;0;3
6830;1.0;0.0;1;0;1
17506;1.0;0.0;2;0;2
58497;1.0;0.0;3;0;3
8856;1.0;0.0;4;0;4
15497;1.0;0.0;1;0;1
35717;1.0;0.0;2;0;2
16138;1.0;0.0;11;0;11
38107;1.0;0.0;1;0;1
59711;1.0;0.0;1;0;1
13354;1.0;0.0;4;0;4
30860;1.0;0.0;1;0;1
22822;1.0;0.0;4;0;4
202468;1.0;0.0;1;0;1
394162;1.0;0.0;1;0;1
199391;1.0;0.0;1;0;1
6356;1.0;0.0;2;0;2
3265;1.0;0.0;1;0;1
51852;1.0;0.0;2;0;2
43776;1.0;0.0;2;0;2
56806;1.0;0.0;1;0;1
27257;1.0;0.0;2;0;2
46636;1.0;0.0;2;0;2
40444;1.0;0.0;1;0;1
14340;1.0;0.0;1;0;1
7296;1.0;0.0;1;0;1
20746;1.0;0.0;1;0;1
12993;1.0;0.0;6;0;6
23724;1.0;0.0;2;0;2
198203;1.0;0.0;1;0;1
26380;1.0;0.0;1;0;1
12637;1.0;0.0;3;0;3
198785;1.0;0.0;2;0;2
15914;1.0;0.0;1;0;1
45187;1.0;0.0;1;0;1
30419;1.0;0.0;6;0;6
13909;1.0;0.0;1;0;1
48282;1.0;0.0;1;0;1
28695;1.0;0.0;1;0;1
201085;1.0;0.0;3;0;3
44901;1.0;0.0;2;0;2
19679;1.0;0.0;2;0;2
62355;1.0;0.0;1;0;1
205373;1.0;0.0;1;0;1
60921;1.0;0.0;2;0;2
204343;1.0;0.0;1;0;1
56468;1.0;0.0;1;0;1
63210;1.0;0.0;2;0;2
7684;1.0;0.0;1;0;1
30682;1.0;0.0;1;0;1
49981;1.0;0.0;3;0;3
47381;1.0;0.0;1;0;1
135391;1.0;0.0;2;0;2
23352;1.0;0.0;3;0;3
36856;1.0;0.0;2;0;2
21911;1.0;0.0;1;0;1
7162;1.0;0.0;2;0;2
61306;1.0;0.0;6;0;6
13371;1.0;0.0;3;0;3
200449;1.0;0.0;1;0;1
4713;1.0;0.0;1;0;1
10934;1.0;0.0;2;0;2
7743;1.0;0.0;3;0;3
137702;1.0;0.0;1;0;1
197431;1.0;0.0;1;0;1
58182;1.0;0.0;7;0;7
21246;1.0;0.0;1;0;1
558;1.0;0.0;1;0;1
88;1.0;0.0;2;0;2
201999;1.0;0.0;1;0;1
20738;1.0;0.0;1;0;1
41041;1.0;0.0;3;0;3
19871;1.0;0.0;2;0;2
29873;1.0;0.0;3;0;3
133296;1.0;0.0;1;0;1
200669;1.0;0.0;1;0;1
27647;1.0;0.0;11;0;11
24985;1.0;0.0;1;0;1
19885;1.0;0.0;2;0;2
53292;1.0;0.0;1;0;1
199081;1.0;0.0;1;0;1
61173;1.0;0.0;1;0;1
33011;1.0;0.0;3;0;3
201133;1.0;0.0;1;0;1
7226;1.0;0.0;1;0;1
19994;1.0;0.0;7;0;7
21409;1.0;0.0;2;0;2
45671;1.0;0.0;1;0;1
9925;1.0;0.0;1;0;1
50215;1.0;0.0;1;0;1
58469;1.0;0.0;1;0;1
48505;1.0;0.0;1;0;1
12741;1.0;0.0;1;0;1
57613;1.0;0.0;1;0;1
9583;1.0;0.0;1;0;1
29909;1.0;0.0;3;0;3
48447;1.0;0.0;1;0;1
46861;1.0;0.0;1;0;1
19237;1.0;0.0;1;0;1
205065;1.0;0.0;1;0;1
52335;1.0;0.0;1;0;1
43541;1.0;0.0;2;0;2
26484;1.0;0.0;2;0;2
57497;1.0;0.0;1;0;1
36473;1.0;0.0;2;0;2
45454;1.0;0.0;1;0;1
5617;1.0;0.0;1;0;1
21395;1.0;0.0;1;0;1
134926;1.0;0.0;1;0;1
42829;1.0;0.0;1;0;1
49030;1.0;0.0;1;0;1
16815;1.0;0.0;3;0;3
60087;1.0;0.0;1;0;1
38125;1.0;0.0;2;0;2
3;1.0;0.0;2;0;2
63113;1.0;0.0;1;0;1
5769;1.0;0.0;1;0;1
7393;1.0;0.0;2;0;2
31229;1.0;0.0;1;0;1
46475;1.0;0.0;1;0;1
20645;1.0;0.0;1;0;1
9457;1.0;0.0;2;0;2
9578;1.0;0.0;2;0;2
9639;1.0;0.0;1;0;1
719;1.0;0.0;1;0;1
202677;1.0;0.0;1;0;1
40065;1.0;0.0;1;0;1
136190;1.0;0.0;2;0;2
51167;1.0;0.0;1;0;1
24768;1.0;0.0;1;0;1
54668;1.0;0.0;2;0;2
29222;1.0;0.0;1;0;1
6118;1.0;0.0;1;0;1
31034;1.0;0.0;3;0;3
8968;1.0;0.0;1;0;1
15589;1.0;0.0;1;0;1
49632;1.0;0.0;1;0;1
28855;1.0;0.0;1;0;1
11810;1.0;0.0;2;0;2
7385;1.0;0.0;1;0;1
203219;1.0;0.0;6;0;6
30605;1.0;0.0;1;0;1
136188;1.0;0.0;1;0;1
1273;1.0;0.0;1;0;1
58461;1.0;0.0;2;0;2
45538;1.0;0.0;1;0;1
32748;1.0;0.0;9;0;9
205119;1.0;0.0;1;0;1
26347;1.0;0.0;2;0;2
17841;1.0;0.0;1;0;1
21740;1.0;0.0;1;0;1
10668;1.0;0.0;1;0;1
16844;1.0;0.0;1;0;1
12703;1.0;0.0;1;0;1
36444;1.0;0.0;2;0;2
7349;1.0;0.0;3;0;3
33260;1.0;0.0;1;0;1
18434;1.0;0.0;1;0;1
131149;1.0;0.0;1;0;1
35908;1.0;0.0;1;0;1
34549;1.0;0.0;1;0;1
20860;1.0;0.0;1;0;1
202984;1.0;0.0;1;0;1
42244;1.0;0.0;1;0;1
34863;1.0;0.0;1;0;1
8025;1.0;0.0;1;0;1
577;1.0;0.0;1;0;1
812;1.0;0.0;1;0;1
29893;1.0;0.0;1;0;1
3701;1.0;0.0;1;0;1
81;1.0;0.0;1;0;1
21769;1.0;0.0;1;0;1
201200;1.0;0.0;1;0;1
58152;1.0;0.0;1;0;1
16814;1.0;0.0;1;0;1
32400;1.0;0.0;2;0;2
47043;1.0;0.0;2;0;2
47268;1.0;0.0;2;0;2
60220;1.0;0.0;2;0;2
6724;1.0;0.0;3;0;3
199883;1.0;0.0;1;0;1
3728;1.0;0.0;1;0;1
395492;1.0;0.0;1;0;1
51975;1.0;0.0;2;0;2
22611;1.0;0.0;1;0;1
61969;1.0;0.0;4;0;4
28907;1.0;0.0;2;0;2
12695;1.0;0.0;2;0;2
43405;1.0;0.0;1;0;1
31178;1.0;0.0;1;0;1
29066;1.0;0.0;1;0;1
31815;1.0;0.0;1;0;1
42503;1.0;0.0;1;0;1
51290;1.0;0.0;1;0;1
31727;1.0;0.0;2;0;2
134451;1.0;0.0;1;0;1
8590;1.0;0.0;1;0;1
55081;1.0;0.0;2;0;2
9123;1.0;0.0;4;0;4
42240;1.0;0.0;1;0;1
42481;1.0;0.0;2;0;2
29522;1.0;0.0;1;0;1
47544;1.0;0.0;1;0;1
31242;1.0;0.0;2;0;2
44112;1.0;0.0;1;0;1
25227;1.0;0.0;1;0;1
43226;1.0;0.0;1;0;1
4694;1.0;0.0;1;0;1
2497;1.0;0.0;1;0;1
47692;1.0;0.0;1;0;1
11892;1.0;0.0;1;0;1
51468;1.0;0.0;1;0;1
8916;1.0;0.0;1;0;1
12552;1.0;0.0;1;0;1
8928;1.0;0.0;1;0;1
13489;1.0;0.0;1;0;1
42831;1.0;0.0;1;0;1
50837;1.0;0.0;1;0;1
11071;1.0;0.0;1;0;1
20473;1.0;0.0;1;0;1
50957;1.0;0.0;1;0;1
22552;1.0;0.0;1;0;1
46089;1.0;0.0;2;0;2
19324;1.0;0.0;1;0;1
36693;1.0;0.0;1;0;1
36647;1.0;0.0;1;0;1
2589;1.0;0.0;1;0;1
41018;1.0;0.0;1;0;1
44569;1.0;0.0;1;0;1
31400;1.0;0.0;1;0;1
8100;1.0;0.0;1;0;1
51013;1.0;0.0;1;0;1
54489;1.0;0.0;1;0;1
14184;1.0;0.0;1;0;1
36483;1.0;0.0;1;0;1
3188;1.0;0.0;1;0;1
25875;1.0;0.0;1;0;1
16462;1.0;0.0;1;0;1
43424;1.0;0.0;2;0;2
22300;1.0;0.0;1;0;1
44066;1.0;0.0;3;0;3
3900;1.0;0.0;1;0;1
27589;1.0;0.0;1;0;1
39570;1.0;0.0;1;0;1
1257;1.0;0.0;1;0;1
5610;1.0;0.0;1;0;1
48737;1.0;0.0;1;0;1
29863;1.0;0.0;1;0;1
209813;1.0;0.0;1;0;1
34409;1.0;0.0;8;0;8
12827;1.0;0.0;1;0;1
19271;1.0;0.0;1;0;1
49505;1.0;0.0;2;0;2
16552;1.0;0.0;1;0;1
9370;1.0;0.0;1;0;1
34788;1.0;0.0;1;0;1
60362;1.0;0.0;1;0;1
132839;1.0;0.0;2;0;2
18568;1.0;0.0;1;0;1
36236;1.0;0.0;1;0;1
19541;1.0;0.0;1;0;1
395686;1.0;0.0;1;0;1
202207;1.0;0.0;1;0;1
46469;1.0;0.0;1;0;1
24931;1.0;0.0;1;0;1
1828;1.0;0.0;1;0;1
17113;1.0;0.0;1;0;1
12025;1.0;0.0;1;0;1
201492;1.0;0.0;1;0;1
7765;1.0;0.0;2;0;2
206281;1.0;0.0;1;0;1
209929;1.0;0.0;1;0;1
20773;1.0;0.0;1;0;1
54436;1.0;0.0;1;0;1
44922;1.0;0.0;1;0;1
15317;1.0;0.0;1;0;1
201595;1.0;0.0;1;0;1
852;1.0;0.0;1;0;1
41962;1.0;0.0;3;0;3
200083;1.0;0.0;1;0;1
14446;1.0;0.0;1;0;1
